Scientific name,common name ,weight
Halobatrachus didactylus,toadfish,23.2
Halobatrachus didactylus,toadfish,46.5
Halobatrachus didactylus,toadfish,26.4
Halobatrachus didactylus,toadfish,40
Halobatrachus didactylus,toadfish,56.3
Halobatrachus didactylus,toadfish,52.6
Halobatrachus didactylus,toadfish,7.6
Halobatrachus didactylus,toadfish,4.1
Halobatrachus didactylus,toadfish,73.1
Halobatrachus didactylus,toadfish,94.5
Halobatrachus didactylus,toadfish,42.4
Halobatrachus didactylus,toadfish,102.3
Halobatrachus didactylus,toadfish,173.2
Halobatrachus didactylus,toadfish,76.2
Halobatrachus didactylus,toadfish,81.5
Halobatrachus didactylus,toadfish,54.6
Halobatrachus didactylus,toadfish,125.7
Halobatrachus didactylus,toadfish,123
Halobatrachus didactylus,toadfish,93.9
Anguilla anguilla,Eel,1037.5
Anguilla anguilla,Eel,1268.5
Anguilla anguilla,Eel,151.6
Anguilla anguilla,Eel,110.5
Anguilla anguilla,Eel,38.7
Anguilla anguilla,Eel,42.7
Anguilla anguilla,Eel,156.3
Anguilla anguilla,Eel,51.5
Anguilla anguilla,Eel,31.4
Anguilla anguilla,Eel,24.4
Anguilla anguilla,Eel,38.2
Anguilla anguilla,Eel,70
Anguilla anguilla,Eel,18.4
Dentex dentex,Pargo,961.3
Belone belone,garfish,151.6
Dicentrarchus labrax,Seabass,16.7
Solea senegalensis,sole,107.2
Solea senegalensis,sole,138.8
Solea senegalensis,sole,186.9
Diplodus annullaris,Mucharra,14.2
Diplodus annullaris,Mucharra,21.6
Diplodus annullaris,Mucharra,26.8
Diplodus annullaris,Mucharra,75.4
Diplodus annullaris,Mucharra,62.9
Diplodus annullaris,Mucharra,39.4
Diplodus annullaris,Mucharra,31.8
Diplodus annullaris,Mucharra,55.8
Diplodus annullaris,Mucharra,32.6
Diplodus annullaris,Mucharra,33.7
Diplodus annullaris,Mucharra,44.6
Diplodus annullaris,Mucharra,65.5
Diplodus annullaris,Mucharra,45.1
Diplodus annullaris,Mucharra,37.8
Diplodus annullaris,Mucharra,35.8
Diplodus annullaris,Mucharra,77.2
Diplodus annullaris,Mucharra,38
Diplodus annullaris,Mucharra,11.9
Diplodus annullaris,Mucharra,10.2
Diplodus annullaris,Mucharra,20.9
Diplodus annullaris,Mucharra,108.6
Diplodus annullaris,Mucharra,82.7
Diplodus annullaris,Mucharra,81.6
Diplodus annullaris,Mucharra,39.8
Diplodus annullaris,Mucharra,35.5
Diplodus annullaris,Mucharra,86
Diplodus annullaris,Mucharra,60.2
Diplodus annullaris,Mucharra,82.6
Diplodus annullaris,Mucharra,77.7
Diplodus annullaris,Mucharra,8.3
Diplodus annullaris,Mucharra,15.1
Diplodus annullaris,Mucharra,16.4
Diplodus annullaris,Mucharra,12.3
Diplodus annullaris,Mucharra,17.8
Diplodus annullaris,Mucharra,6.3
Diplodus annullaris,Mucharra,11
Diplodus annullaris,Mucharra,6
Diplodus annullaris,Mucharra,7
Diplodus annullaris,Mucharra,13.7
Diplodus annullaris,Mucharra,15.5
Diplodus annullaris,Mucharra,6.8
Diplodus annullaris,Mucharra,9.9
Diplodus annullaris,Mucharra,3.8
Diplodus annullaris,Mucharra,9.2
Diplodus annullaris,Mucharra,11.4
Diplodus annullaris,Mucharra,6.3
Diplodus annullaris,Mucharra,9.8
Diplodus annullaris,Mucharra,9.2
Diplodus annullaris,Mucharra,15.2
Diplodus annullaris,Mucharra,9.7
Diplodus annullaris,Mucharra,15.8
Diplodus annullaris,Mucharra,12.3
Diplodus annullaris,Mucharra,5.3
Diplodus annullaris,Mucharra,3.5
Diplodus annullaris,Mucharra,5.8
Diplodus annullaris,Mucharra,12.9
Diplodus annullaris,Mucharra,7.2
Diplodus annullaris,Mucharra,8.8
Diplodus annullaris,Mucharra,10.2
Diplodus annullaris,Mucharra,12.9
Diplodus annullaris,Mucharra,11.4
Diplodus annullaris,Mucharra,5.6
Diplodus annullaris,Mucharra,4.2
Diplodus annullaris,Mucharra,63.6
Diplodus annullaris,Mucharra,85.3
Diplodus annullaris,Mucharra,12.4
Diplodus annullaris,Mucharra,12
Diplodus annullaris,Mucharra,3.7
Diplodus annullaris,Mucharra,11.6
Diplodus annullaris,Mucharra,14.3
Diplodus annullaris,Mucharra,12.6
Diplodus annullaris,Mucharra,24.2
Diplodus annullaris,Mucharra,22.4
Diplodus annullaris,Mucharra,22
Diplodus annullaris,Mucharra,21.4
Diplodus annullaris,Mucharra,19
Diplodus annullaris,Mucharra,14.4
Diplodus annullaris,Mucharra,24
Diplodus annullaris,Mucharra,79.1
Diplodus annullaris,Mucharra,23.5
Diplodus annullaris,Mucharra,20
Diplodus annullaris,Mucharra,65
Diplodus annullaris,Mucharra,25.2
Diplodus annullaris,Mucharra,24
Diplodus annullaris,Mucharra,13.8
Diplodus annullaris,Mucharra,22.3
Diplodus annullaris,Mucharra,22.3
Diplodus annullaris,Mucharra,13.4
Diplodus annullaris,Mucharra,32.7
Diplodus annullaris,Mucharra,21
Diplodus annullaris,Mucharra,78.1
Diplodus annullaris,Mucharra,88.3
Diplodus annullaris,Mucharra,101.4
Diplodus annullaris,Mucharra,24.5
Diplodus annullaris,Mucharra,23.2
Diplodus annullaris,Mucharra,20.2
Diplodus annullaris,Mucharra,17.4
Diplodus annullaris,Mucharra,17
Diplodus annullaris,Mucharra,10.5
Diplodus annullaris,Mucharra,22.3
Diplodus annullaris,Mucharra,18.3
Diplodus annullaris,Mucharra,20.5
Diplodus annullaris,Mucharra,25.1
Diplodus annullaris,Mucharra,19.2
Diplodus annullaris,Mucharra,14
Diplodus annullaris,Mucharra,16.5
Diplodus annullaris,Mucharra,13.8
Diplodus annullaris,Mucharra,18.3
Diplodus annullaris,Mucharra,18
Diplodus annullaris,Mucharra,25.8
Diplodus annullaris,Mucharra,22
Diplodus annullaris,Mucharra,14.1
Diplodus annullaris,Mucharra,25.1
Diplodus annullaris,Mucharra,27.1
Diplodus annullaris,Mucharra,22.5
Diplodus annullaris,Mucharra,15.6
Diplodus annullaris,Mucharra,22.2
Diplodus annullaris,Mucharra,8
Diplodus annullaris,Mucharra,7.9
Diplodus annullaris,Mucharra,17.8
Diplodus annullaris,Mucharra,17.7
Diplodus annullaris,Mucharra,8.5
Diplodus annullaris,Mucharra,18
Diplodus annullaris,Mucharra,24
Diplodus annullaris,Mucharra,19.3
Diplodus annullaris,Mucharra,21.1
Diplodus annullaris,Mucharra,31.6
Diplodus annullaris,Mucharra,8.6
Diplodus annullaris,Mucharra,18.4
Diplodus annullaris,Mucharra,22
Diplodus annullaris,Mucharra,17.7
Diplodus annullaris,Mucharra,30
Diplodus annullaris,Mucharra,31.0
Diplodus annullaris,Mucharra,25.4
Diplodus annullaris,Mucharra,28.3
Diplodus annullaris,Mucharra,21.9
Diplodus annullaris,Mucharra,28.4
Diplodus annullaris,Mucharra,32.6
Diplodus annullaris,Mucharra,28.3
Diplodus annullaris,Mucharra,29.2
Diplodus annullaris,Mucharra,29.4
Diplodus annullaris,Mucharra,31.9
Diplodus annullaris,Mucharra,33.5
Diplodus annullaris,Mucharra,27.3
Diplodus annullaris,Mucharra,24.8
Diplodus annullaris,Mucharra,32.0
Diplodus annullaris,Mucharra,31.3
Diplodus annullaris,Mucharra,26.2
Diplodus annullaris,Mucharra,25.5
Diplodus annullaris,Mucharra,27.6
Diplodus annullaris,Mucharra,27.6
Diplodus annullaris,Mucharra,23.1
Diplodus annullaris,Mucharra,28.3
Diplodus annullaris,Mucharra,24.1
Diplodus annullaris,Mucharra,29.5
Diplodus annullaris,Mucharra,31.5
Diplodus annullaris,Mucharra,32.0
Diplodus annullaris,Mucharra,26.3
Diplodus annullaris,Mucharra,34.0
Diplodus annullaris,Mucharra,29.9
Diplodus annullaris,Mucharra,33.0
Diplodus annullaris,Mucharra,29.1
Diplodus annullaris,Mucharra,27.0
Diplodus annullaris,Mucharra,25.5
Diplodus annullaris,Mucharra,30.0
Diplodus annullaris,Mucharra,32.7
Diplodus annullaris,Mucharra,27.2
Diplodus annullaris,Mucharra,27.7
Diplodus annullaris,Mucharra,29.8
Diplodus annullaris,Mucharra,31.3
Diplodus annullaris,Mucharra,24.0
Diplodus annullaris,Mucharra,24.0
Diplodus annullaris,Mucharra,30.4
Diplodus annullaris,Mucharra,30.4
Diplodus annullaris,Mucharra,28.9
Diplodus annullaris,Mucharra,32.1
Diplodus annullaris,Mucharra,26.6
Diplodus annullaris,Mucharra,22.8
Diplodus annullaris,Mucharra,29.6
Diplodus annullaris,Mucharra,25.5
Diplodus annullaris,Mucharra,24.0
Diplodus annullaris,Mucharra,32.2
Diplodus annullaris,Mucharra,31.7
Diplodus annullaris,Mucharra,25.6
Diplodus annullaris,Mucharra,27.2
Diplodus annullaris,Mucharra,66.5
Diplodus annullaris,Mucharra,29.6
Diplodus annullaris,Mucharra,32.4
Diplodus annullaris,Mucharra,26.4
Diplodus annullaris,Mucharra,24.4
Diplodus annullaris,Mucharra,31.6
Diplodus annullaris,Mucharra,25.0
Diplodus annullaris,Mucharra,22.1
Diplodus annullaris,Mucharra,28.3
Diplodus annullaris,Mucharra,27.8
Diplodus annullaris,Mucharra,29.8
Diplodus annullaris,Mucharra,34.1
Diplodus annullaris,Mucharra,26.4
Diplodus annullaris,Mucharra,25.4
Diplodus annullaris,Mucharra,24.4
Diplodus annullaris,Mucharra,31.5
Diplodus annullaris,Mucharra,27.0
Diplodus annullaris,Mucharra,31.5
Diplodus annullaris,Mucharra,29.0
Diplodus annullaris,Mucharra,28.8
Diplodus annullaris,Mucharra,26.6
Diplodus annullaris,Mucharra,33.3
Diplodus annullaris,Mucharra,24.7
Diplodus annullaris,Mucharra,33.3
Diplodus annullaris,Mucharra,24.0
Diplodus annullaris,Mucharra,29.4
Diplodus annullaris,Mucharra,31.2
Diplodus annullaris,Mucharra,27.7
Diplodus annullaris,Mucharra,27.5
Diplodus annullaris,Mucharra,23.4
Diplodus annullaris,Mucharra,25.6
Diplodus annullaris,Mucharra,29.0
Diplodus annullaris,Mucharra,29.4
Diplodus annullaris,Mucharra,28.8
Diplodus annullaris,Mucharra,26.6
Diplodus annullaris,Mucharra,33.7
Diplodus annullaris,Mucharra,29.6
Diplodus annullaris,Mucharra,90.6
Diplodus annullaris,Mucharra,71.3
Diplodus annullaris,Mucharra,68.4
Diplodus annullaris,Mucharra,104.0
Diplodus annullaris,Mucharra,83.1
Diplodus annullaris,Mucharra,37.2
Diplodus annullaris,Mucharra,20.3
Diplodus annullaris,Mucharra,28.4
Diplodus annullaris,Mucharra,32.8
Diplodus annullaris,Mucharra,29.8
Diplodus annullaris,Mucharra,32.0
Diplodus annullaris,Mucharra,27.7
Diplodus annullaris,Mucharra,23.8
Diplodus annullaris,Mucharra,30.6
Diplodus annullaris,Mucharra,21.8
Diplodus annullaris,Mucharra,21.2
Diplodus annullaris,Mucharra,26.2
Diplodus annullaris,Mucharra,30.5
Diplodus annullaris,Mucharra,27.8
Diplodus annullaris,Mucharra,25.1
Diplodus annullaris,Mucharra,28.0
Diplodus annullaris,Mucharra,33.5
Diplodus annullaris,Mucharra,58.0
Diplodus annullaris,Mucharra,26.0
Diplodus annullaris,Mucharra,28.6
Diplodus annullaris,Mucharra,26.6
Diplodus annullaris,Mucharra,32.6
Diplodus annullaris,Mucharra,30.6
Diplodus annullaris,Mucharra,32.4
Diplodus annullaris,Mucharra,22.1
Diplodus annullaris,Mucharra,31.1
Diplodus annullaris,Mucharra,29.3
Diplodus annullaris,Mucharra,32.6
Diplodus annullaris,Mucharra,29.3
Diplodus annullaris,Mucharra,20.7
Diplodus annullaris,Mucharra,29.0
Diplodus annullaris,Mucharra,25.9
Diplodus annullaris,Mucharra,31.9
Diplodus annullaris,Mucharra,30.2
Diplodus annullaris,Mucharra,28.1
Diplodus vulgaris,Safia,99.7
Diplodus vulgaris,Safia,106.9
Diplodus vulgaris,Safia,89.2
Diplodus vulgaris,Safia,394.1
Diplodus vulgaris,Safia,423.2
Diplodus vulgaris,Safia,107.5
Diplodus vulgaris,Safia,59
Diplodus vulgaris,Safia,68.6
Diplodus vulgaris,Safia,67.6
Diplodus vulgaris,Safia,3.7
Diplodus vulgaris,Safia,2.6
Diplodus vulgaris,Safia,4.2
Diplodus vulgaris,Safia,2.2
Diplodus vulgaris,Safia,4.8
Diplodus vulgaris,Safia,4.6
Diplodus vulgaris,Safia,63.8
Diplodus vulgaris,Safia,7.4
Diplodus vulgaris,Safia,16.5
Diplodus vulgaris,Safia,306.4
Diplodus vulgaris,Safia,101.7
Diplodus vulgaris,Safia,266
Diplodus vulgaris,Safia,88.7
Diplodus vulgaris,Safia,108.3
Diplodus vulgaris,Safia,114.9
Diplodus vulgaris,Safia,30
Diplodus vulgaris,Safia,17.5
Diplodus vulgaris,Safia,112.9
Diplodus vulgaris,Safia,329.8
Diplodus vulgaris,Safia,116.6
